GNH Domain,GNH Sub-domain,Variable (concept),Raw survey variable,Reference question (latest available wording),2013 column,2013 answers,2014 column,2014 answers,2015 column,2015 answers,2016 column,2016 answers,2017 column,2017 answers
Community Vitality,relationship_satisfaction,extended_family_satisfaction,OLCEK_MEMNUNIYET_AKRABA,B13.1 Akrabalarınızla ilişkilerinizden memnun musunuz?,b13_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_AKRABA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_AKRABA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_AKRABA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,relationship_satisfaction,friends_satisfaction,OLCEK_MEMNUNIYET_ARKADAS,B13.2 Arkadaşlarınızla ilişkilerinizden memnun musunuz?,b13_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ARKADAS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ARKADAS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ARKADAS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,relationship_satisfaction,marriage_satisfaction,OLCEK_MEMNUNIYET_EVLILIK,B12.2 Evliliğinizden memnun musunuz?,b12_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_EVLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_EVLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_EVLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,relationship_satisfaction,neighbourhood_satisfaction,OLCEK_MEMNUNIYET_SEMT,B12.5 Oturduğunuz semtten veya mahalleden memnun musunuz?,b12_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SEMT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SEMT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SEMT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,relationship_satisfaction,neighbours_relationship_satisfaction,OLCEK_MEMNUNIYET_KOMSU,B13.3 Komşularınızla ilişkilerinizden memnun musunuz?,b13_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KOMSU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KOMSU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KOMSU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,relationship_satisfaction,social_life_satisfaction,OLCEK_MEMNUNIYET_SOS_HAYAT,"B12.9 Sosyal hayatınızdan (eğlence, kültürel ve sportif faaliyetler gibi) memnun musunuz?",b12_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SOS_HAYAT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SOS_HAYAT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SOS_HAYAT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,relationship_satisfaction,workplace_relationships_satisfaction,OLCEK_MEMNUNIYET_ISILISKI,B13.4 İşinizle ilgili kişilerle ilişkilerinizden memnun musunuz?,b13_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ISILISKI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ISILISKI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ISILISKI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Community Vitality,safety_perception,safety_around_home,GUVEN_CEVRE,"B39 Yaşadığınız çevrede, gece yalnız yürürken kendinizi ne kadar güvende hissediyorsunuz?",b39,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,b39,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_CEVRE,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_CEVRE,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_CEVRE,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz
Community Vitality,safety_perception,safety_at_home,GUVEN_EV,B38 Evinizde yalnızken kendinizi ne kadar güvende hissediyorsunuz?,b38,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,b38,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_EV,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_EV,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_EV,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz
Community Vitality,social_pressure,pressure_age,YAS_BASKI,B53.3 Yaşınızdan dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_3,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_3,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,YAS_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,YAS_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,YAS_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_clothing,KILIK_KIYAFET,B53.9 Kılık kıyafetinizden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_9,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_9,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,KILIK_KIYAFET,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,KILIK_KIYAFET,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,KILIK_KIYAFET,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_gender,CINSIYET_BASKI,B53.1 Cinsiyetinizden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_1,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_1,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,CINSIYET_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,CINSIYET_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,CINSIYET_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_hometown,MEMLEKETINDEN,B53.7 Memleketinizden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_7,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_7,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,MEMLEKETINDEN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,MEMLEKETINDEN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,MEMLEKETINDEN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_income_level,GELIR_DUZEY_DURUM,B53.11 Gelir düzeyinizden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_11,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_11,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,GELIR_DUZEY_DURUM,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,GELIR_DUZEY_DURUM,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,GELIR_DUZEY_DURUM,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_job,ISINDEN_DOLAYI,B53.8 İşinizden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_8,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_8,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,ISINDEN_DOLAYI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,ISINDEN_DOLAYI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,ISINDEN_DOLAYI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_marital_status,MEDENI_DURUM_BASKI,B53.2 Medeni durumunuzdan dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_2,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_2,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,MEDENI_DURUM_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,MEDENI_DURUM_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,MEDENI_DURUM_BASKI,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_political_view,SIYASI_GORUSTEN,B53.6 Siyasi görüşünüzden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_6,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_6,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,SIYASI_GORUSTEN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,SIYASI_GORUSTEN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,SIYASI_GORUSTEN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_religious_belief,DINI_INANCDAN,B53.5 Dini inanç ve davranışlarınızdan dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_5,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_5,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,DINI_INANCDAN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,DINI_INANCDAN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,DINI_INANCDAN,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_tradition,GELENEK_GORENEK,B53.4 Gelenek göreneklerinizden dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?,b53_4,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_4,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,GELENEK_GORENEK,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,GELENEK_GORENEK,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,GELENEK_GORENEK,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Community Vitality,social_pressure,pressure_unemployment,ISSIZ_OLMA,"B53.10 İşsiz, çalışmıyor olmaktan dolayı üzerinizde herhangi bir toplumsal baskı hissediyor musunuz?",b53_10,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,b53_10,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,ISSIZ_OLMA,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,ISSIZ_OLMA,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman,ISSIZ_OLMA,1 Hiç bir zaman; 2 Bazen; 3 Sıklıkla; 4 Her zaman
Ecological Diversity and Resilience,environmental_issues,indoor_noise_problem,K_GURULTU,"H12.4 Yaşadığınız konutta, komşulardan gelen gürültü problemi var mı?",h12_4,1 Evet; 2 Hayır,h12_4,1 Evet; 2 Hayır,K_GURULTU,1 Evet; 2 Hayır,K_GURULTU,1 Evet; 2 Hayır,K_GURULTU,1 Evet; 2 Hayır
Ecological Diversity and Resilience,environmental_issues,outdoor_noise_problem,S_GURULTU,"H12.5 Yaşadığınız konutta, sokaktan gelen gürültü problemi var mı?",h12_5,1 Evet; 2 Hayır,h12_5,1 Evet; 2 Hayır,S_GURULTU,1 Evet; 2 Hayır,S_GURULTU,1 Evet; 2 Hayır,S_GURULTU,1 Evet; 2 Hayır
Ecological Diversity and Resilience,environmental_satisfaction,municipal_green_space_satisfaction,MEMNUNIYET_YESIL; MEMNUNIYET_IL_YESIL,B18.7 Belediyenin yeşil alanların miktarından memnuniyet durumunuzu söyler misiniz?,b18_7,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_7 / b19_12,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok || 1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YESIL / MEMNUNIYET_IL_YESIL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok || 1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YESIL / MEMNUNIYET_IL_YESIL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok || 1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YESIL / MEMNUNIYET_IL_YESIL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok || 1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Ecological Diversity and Resilience,environmental_satisfaction,municipal_pollution_control_satisfaction,MEMNUNIYET_KIRLILIK,B18.8 Belediyenin hava kirliliği ile mücadeleden memnuniyet durumunuzu söyler misiniz?,b18_8,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_8,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KIRLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KIRLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KIRLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
