GNH Domain,GNH Sub-domain,Variable (concept),Raw survey variable,Reference question (latest available wording),2013 column,2013 answers,2014 column,2014 answers,2015 column,2015 answers,2016 column,2016 answers,2017 column,2017 answers
Education,educational_issues,school_costs_perception,DEV_EGT_MASRAF; OZEL_EGT_MAS,H16.A8 Eğitim masrafları sizce nasıl?,h16 / h17,1 Normal; 2 Yüksek; 3 Aşırı yüksek || 1 Normal; 2 Yüksek; 3 Aşırı yüksek,h16 / h17,1 Normal; 2 Yüksek; 3 Aşırı yüksek || 1 Normal; 2 Yüksek; 3 Aşırı yüksek,DEV_EGT_MASRAF / OZEL_EGT_MAS,1 Normal; 2 Yüksek; 3 Aşırı yüksek || 1 Normal; 2 Yüksek; 3 Aşırı yüksek,DEV_EGT_MASRAF / OZEL_EGT_MAS,1 Normal; 2 Yüksek; 3 Aşırı yüksek || 1 Normal; 2 Yüksek; 3 Aşırı yüksek,DEV_EGT_MASRAF / OZEL_EGT_MAS,1 Normal; 2 Yüksek; 3 Aşırı yüksek || 1 Normal; 2 Yüksek; 3 Aşırı yüksek
Education,educational_issues,school_education_quality,DEV_EGT_KALIT; OZEL_EGT_KALIT,H16.A2 Okuldaki eğitimin kalitesini beğeniyor musunuz?,h16 / h17,1 Evet; 2 Hayır || 1 Evet; 2 Hayır,h16 / h17,1 Evet; 2 Hayır || 1 Evet; 2 Hayır,DEV_EGT_KALIT / OZEL_EGT_KALIT,1 Evet; 2 Hayır || 1 Evet; 2 Hayır,DEV_EGT_KALIT / OZEL_EGT_KALIT,1 Evet; 2 Hayır || 1 Evet; 2 Hayır,DEV_EGT_KALIT / OZEL_EGT_KALIT,1 Evet; 2 Hayır || 1 Evet; 2 Hayır
Education,educational_issues,school_facility_conditions,DEV_OKUL_ISINMA; OZEL_OKUL_ISIN,"H16.A9 Okulların ısınma, temizlik, aydınlanma vb. koşulları sizce nasıl?",h16 / h17,1 İyi; 2 Orta; 3 Kötü || 1 İyi; 2 Orta; 3 Kötü,h16 / h17,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü,DEV_OKUL_ISINMA / OZEL_OKUL_ISIN,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü,DEV_OKUL_ISINMA / OZEL_OKUL_ISIN,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü,DEV_OKUL_ISINMA / OZEL_OKUL_ISIN,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü
Education,educational_issues,school_materials_adequacy,DEV_EGT_ARAC; OZEL_EGT_ARAC,H16.A3 Okuldaki eğitim araçlarının niteliği/sayısı sizce nasıl?,h16 / h17,1 Yeterli; 2 Yeterli değil; 3 Fikri yok || 1 Yeterli; 2 Yeterli değil; 3 Fikri yok,h16 / h17,1 Yeterli; 2 Yeterli değil; 3 Fikri yok || 1 Yeterli; 2 Yeterli değil; 3 Fikri yok,DEV_EGT_ARAC / OZEL_EGT_ARAC,1 Yeterli; 2 Yeterli değil; 3 Fikri yok || 1 Yeterli; 2 Yeterli değil; 3 Fikri yok,DEV_EGT_ARAC / OZEL_EGT_ARAC,1 Yeterli; 2 Yeterli değil; 3 Fikri yok || 1 Yeterli; 2 Yeterli değil; 3 Fikri yok,DEV_EGT_ARAC / OZEL_EGT_ARAC,1 Yeterli; 2 Yeterli değil; 3 Fikri yok || 1 Yeterli; 2 Yeterli değil; 3 Fikri yok
Education,educational_issues,school_registration_problem,DEV_OKUL_KAYIT; OZEL_OKUL_KAYIT,H16.A1 Okula kayıt işlemlerinde sorun yaşadınız mı?,h16 / h17,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır; 3 İlgili değil,h16 / h17,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır; 3 İlgili değil,DEV_OKUL_KAYIT / OZEL_OKUL_KAYIT,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır; 3 İlgili değil,DEV_OKUL_KAYIT / OZEL_OKUL_KAYIT,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır; 3 İlgili değil,DEV_OKUL_KAYIT / OZEL_OKUL_KAYIT,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır; 3 İlgili değil
Education,educational_issues,school_safety,DEV_OKUL_GUVENLIK; OZEL_OKUL_GUVENLIK,H16.A.10 Okul ve okul çevresinde güvenlik sizce nasıl?,h16 / h17,1 İyi; 2 Orta; 3 Kötü || 1 İyi; 2 Orta; 3 Kötü,h16 / h17,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü,DEV_OKUL_GUVENLIK / OZEL_OKUL_GUVENLIK,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü,DEV_OKUL_GUVENLIK / OZEL_OKUL_GUVENLIK,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü,DEV_OKUL_GUVENLIK / OZEL_OKUL_GUVENLIK,1 İyi; 2 Orta; 3 Kötü; 4 İlgili değil || 1 İyi; 2 Orta; 3 Kötü
Education,educational_issues,school_transport_problem,DEV_SERVIS; OZEL_SERVIS,"H16.A6 Okula ulaşımda(dolmuş, otobüs veya servis..vb) sorun var mı?",h16 / h17,1 Var; 2 Yok || 1 Var; 2 Yok,h16 / h17,1 Var; 2 Yok; 3 İlgili değil || 1 Var; 2 Yok,DEV_SERVIS / OZEL_SERVIS,1 Var; 2 Yok; 3 İlgili değil || 1 Var; 2 Yok,DEV_SERVIS / OZEL_SERVIS,1 Var; 2 Yok; 3 İlgili değil || 1 Var; 2 Yok,DEV_SERVIS / OZEL_SERVIS,1 Var; 2 Yok; 3 İlgili değil || 1 Var; 2 Yok
Education,educational_issues,teacher_attitude_satisfaction,DEV_OGRETMEN_YAKLASIM; OZEL_OGR_YAK,H16.A5 Öğretmenlerin öğrencilere yaklaşımından memnun musunuz?,h16 / h17,1 Evet; 2 Hayır || 1 Evet; 2 Hayır,h16 / h17,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır,DEV_OGRETMEN_YAKLASIM / OZEL_OGR_YAK,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır,DEV_OGRETMEN_YAKLASIM / OZEL_OGR_YAK,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır,DEV_OGRETMEN_YAKLASIM / OZEL_OGR_YAK,1 Evet; 2 Hayır; 3 İlgili değil || 1 Evet; 2 Hayır
Time Use,time_allocation_satisfaction,commute_time_satisfaction,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,B12.11 İşe geliş gidiş için harcadığınız (ayırdığınız) zamandan memnun musunuz?,b12_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Time Use,time_allocation_satisfaction,personal_leisure_time_satisfaction,OLCEK_MEMNUNIYET_KISISEL_BKM,B12.10 Kendinize ayırdığınız zamandan memnun musunuz?,b12_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KISISEL_BKM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KISISEL_BKM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KISISEL_BKM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Good Governance,central_government,egovernment_services_satisfaction,OLCEK_MEMNUNIYET_ELKNIK_KAM,B16 Elektronik ortamda sunulan kamu hizmetlerinden memnuniyet derecenizi söyler misiniz?,b16,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,b16,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ELKNIK_KAM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ELKNIK_KAM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ELKNIK_KAM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Good Governance,central_government,judicial_services_satisfaction,OLCEK_MEMNUNIYET_ADLI,B14.3 Adli hizmetlerden memnun musunuz?,b14_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,b14_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_ADLI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_ADLI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_ADLI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok
Good Governance,central_government,medical_examination_satisfaction,MEMNUNIYET_MUAYENE,"B30.3 Sağlık hizmeti aldığınız kuruluşlarla ilgili, yapılan muayeneden memnun musunuz?",b30_3,1 Evet; 2 Hayır; 3 Fikrim yok,b30_3,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_MUAYENE,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_MUAYENE,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_MUAYENE,1 Evet; 2 Hayır; 3 Fikri yok
Good Governance,central_government,public_education_services_satisfaction,OLCEK_MEMNUNIYET_EGITI,B14.4 Eğitim hizmetlerinden memnun musunuz?,b14_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b14_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_EGITI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_EGITI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_EGITI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok
Good Governance,central_government,public_health_services_satisfaction,OLCEK_MEMNUNIYET_GN_SAG,B14.1 Sağlık hizmetlerinden memnun musunuz?,b14_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b14_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_GN_SAG,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_GN_SAG,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_GN_SAG,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok
Good Governance,central_government,public_security_services_satisfaction,OLCEK_MEMNUNIYET_ASAYIS,B14.2 Asayiş (güvenlik) hizmetlerinden memnun musunuz?,b14_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b14_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_ASAYIS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_ASAYIS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_ASAYIS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok
Good Governance,central_government,social_security_services_satisfaction,OLCEK_MEMNUNIYET_SGK,B14.5 Sosyal Güvenlik Kurumu'nun hizmetlerinden memnun musunuz?,b14_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,b14_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_SGK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_SGK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok,OLCEK_MEMNUNIYET_SGK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok
Good Governance,judicial_system_problems,case_resolution_time_problem,SORUN_DAVA,"B34.2 Genel olarak mahkeme ve adli sistem ile ilgili, davaların karara bağlanma süresinde sorun var mı?",b34_2,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,b34_2,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_DAVA,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_DAVA,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_DAVA,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok
Good Governance,judicial_system_problems,court_procedure_problem,SORUN_MAH,"B34.1 Genel olarak mahkeme ve adli sistem ile ilgili, mahkemelerdeki işlemlerde sorun var mı?",b34_1,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,b34_1,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_MAH,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_MAH,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_MAH,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok
Good Governance,judicial_system_problems,judicial_fairness_problem,SORUN_YASA,"B34.3 Genel olarak mahkeme ve adli sistem ile ilgili, yasaların herkese adil ve tarafsız uygulanmasında sorun var mı?",b34_3,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,b34_3,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_YASA,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_YASA,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_YASA,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok
Good Governance,judicial_system_problems,lawyer_service_quality_problem,SORUN_AVUKAT,"B34.4 Genel olarak mahkeme ve adli sistem ile ilgili, avukatlık hizmetlerinin kalitesinde sorun var mı?",b34_4,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,b34_4,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_AVUKAT,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_AVUKAT,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok,SORUN_AVUKAT,1 Sorun yok; 2 Az sorun var; 3 Çok sorun var; 4 Fikri yok
Good Governance,judicial_system_problems,trial_process_problem,SORUN_MAHSUREC,B36 Mahkeme sürecinde herhangi bir sorun yaşadınız mı?,b36,1 Evet; 2 Hayır,b36,1 Evet; 2 Hayır,SORUN_MAHSUREC,1 Evet; 2 Hayır,SORUN_MAHSUREC,1 Evet; 2 Hayır,SORUN_MAHSUREC,1 Evet; 2 Hayır
Good Governance,local_governance,municipal_cleaning_services_satisfaction (belediye),MEMNUNIYET_TEMIZLIK,B18.16 Belediyenin temizlik hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_16,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_16,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_TEMIZLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_TEMIZLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_TEMIZLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_cleaning_services_satisfaction (il ozel idare),MEMNUNIYET_IL_TEMIZLIK,"B19.10 İl özel idarenin, temizlik hizmetlerinden memnun musunuz?",b19_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_TEMIZLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_TEMIZLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_TEMIZLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_cultural_events_satisfaction (belediye),MEMNUNIYET_SERGI_FEST,"B18.13 Belediyenin sergi, festival, kermes,konser faaliyetlerinden memnuniyet durumunuzu söyler misiniz?",b18_13,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_13,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SERGI_FEST,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SERGI_FEST,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SERGI_FEST,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_cultural_events_satisfaction (il ozel idare),MEMNUNIYET_IL_SERGI,"B19.7 İl özel idarenin, sergi, festival, kermes,konser faaliyetlerinden memnun musunuz?",b19_7,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_7,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_SERGI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_SERGI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_SERGI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_disability_services_satisfaction (belediye),MEMNUNIYET_ENGELLI,B18.11 Belediyenin engellilere yönelik düzenlemelerden memnuniyet durumunuzu söyler misiniz?,b18_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ENGELLI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ENGELLI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ENGELLI,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_disability_services_satisfaction (il ozel idare),MEMNUNIYET_IL_ENGEL,"B19.5 İl özel idarenin, engellilere yönelik düzenlemelerden memnun musunuz?",b19_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ENGEL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ENGEL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ENGEL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_fire_department_satisfaction (belediye only),MEMNUNIYET_ITFAIYE,B18.17 Belediyenin itfaiye hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_17,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_17,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ITFAIYE,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ITFAIYE,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ITFAIYE,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_food_facility_inspection_satisfaction (belediye only),MEMNUNIYET_GIDA_TESIS,B18.20 Belediyenin gıda üreten tesislerin denetimi hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_20,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_20,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_GIDA_TESIS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_GIDA_TESIS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_GIDA_TESIS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_funeral_services_satisfaction (belediye only),MEMNUNIYET_CENAZE,B18.18 Belediyenin cenaze hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_18,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_18,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_CENAZE,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_CENAZE,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_CENAZE,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_health_sports_facility_satisfaction (belediye only),MEMNUNIYET_SPOR_MRK,"B18.9 Belediyenin sağlık, spor merkezi olanaklarından memnuniyet durumunuzu söyler misiniz?",b18_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SPOR_MRK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SPOR_MRK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SPOR_MRK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
