Regression,Ologit Group,Variable (concept),Raw survey variable,Reference question (latest available wording),2013 column,2013 answers,2014 column,2014 answers,2015 column,2015 answers,2016 column,2016 answers,2017 column,2017 answers
Main,weight,survey_weight,FAKTOR_FERT,Fert tahmini için örnekleme tarafından hesaplanan ağırlık değeri,ff,,ff,,FAKTOR_FERT,,FAKTOR_FERT,,FAKTOR_FERT,
Main,happiness,happiness_ordered,MUTLULUK,B9 Yaşamınızı bir bütün olarak düşündüğünüzde ne kadar mutlusunuz?,b9,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,b9,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,MUTLULUK,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,MUTLULUK,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,MUTLULUK,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz
Main,happiness,happiness_binary,MUTLULUK,B9 Yaşamınızı bir bütün olarak düşündüğünüzde ne kadar mutlusunuz?,b9,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,b9,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,MUTLULUK,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,MUTLULUK,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz,MUTLULUK,1 Çok mutlu; 2 Mutlu; 3 Orta; 4 Mutsuz; 5 Çok mutsuz
Main,demographics,gender,CINSIYET,Görüşülen kişinin cinsiyeti,cins,1 Erkek; 2 Kadın,cins,1 Erkek; 2 Kadın,CINSIYET,1 Erkek; 2 Kadın,CINSIYET,1 Erkek; 2 Kadın,CINSIYET,1 Erkek; 2 Kadın
Main,demographics,age,BITIRILEN_YAS,Ferdin bitirdiği yaş,yas,,yas,,BITIRILEN_YAS,,BITIRILEN_YAS,,BITIRILEN_YAS,
Main,demographics,age_squared,BITIRILEN_YAS,Ferdin bitirdiği yaş,yas,,yas,,BITIRILEN_YAS,,BITIRILEN_YAS,,BITIRILEN_YAS,
Main,demographics,household_size,HH_BUYUKLUK,Hanehalkı büyüklüğü(Hanehalkı fert listesinde yer alanların tamamı),hhb,,hhb,,HH_BUYUKLUK,,HH_BUYUKLUK,,HH_BUYUKLUK,
Main,marital status,marital_status,MEDENI_DURUM,B1 Medeni durumunuz nedir?,b1,1 Hiç evlenmedi; 2 Evli; 3 Boşandı; 4 Eşi öldü,b1,1 Hiç evlenmedi; 2 Evli; 3 Boşandı; 4 Eşi öldü,MEDENI_DURUM,1 Hiç evlenmedi; 2 Evli; 3 Boşandı; 4 Eşi öldü,MEDENI_DURUM,1 Hiç evlenmedi; 2 Evli; 3 Boşandı; 4 Eşi öldü,MEDENI_DURUM,1 Hiç evlenmedi; 2 Evli; 3 Boşandı; 4 Eşi öldü
Main,marital status,marriage_satisfaction,OLCEK_MEMNUNIYET_EVLILIK,B12.2 Evliliğinizden memnun musunuz?,b12_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_EVLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_EVLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_EVLILIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,education,education_level,OKUL_BITEN,B2 En son hangi okulu bitirdiniz?,b2,0 Bir okul bitirmedi; 1 İlkokul; 4 2 veya 3 yıllık yüksekokul; 5 4 yıllık yüksekokul veya fakülte; 6 Yüksek lisans/doktora(5 veya 6 yıllık fakülteler dahil); 21 Genel ortaokul; 22 Mesleki veya teknik ortaokul; 23 İlköğretim; 31 Genel lise; 32 Mesleki veya teknik lise,b2,0 Bir okul bitirmedi; 1 İlkokul; 4 2 veya 3 yıllık yüksekokul; 5 4 yıllık yüksekokul veya fakülte; 6 Yüksek lisans/doktora(5 veya 6 yıllık fakülteler dahil); 21 Genel ortaokul; 22 Mesleki veya teknik ortaokul; 23 İlköğretim; 31 Genel lise; 32 Mesleki veya teknik lise,OKUL_BITEN,0 Bir okul bitirmedi; 1 İlkokul; 21 Genel ortaokul; 22 Mesleki veya teknik ortaokul; 23 İlköğretim; 31 Genel lise; 32 Mesleki veya teknik lise; 4 2 veya 3 yıllık yüksekokul; 5 4 yıllık yüksekokul veya fakülte; 6 Yüksek lisans/doktora(5 veya 6 yıllık fakülteler dahil); 7 Doktora,OKUL_BITEN,0 Bir okul bitirmedi; 1 İlkokul; 21 Genel ortaokul; 22 Mesleki veya teknik ortaokul; 23 İlköğretim; 31 Genel lise; 32 Mesleki veya teknik lise; 4 2 veya 3 yıllık yüksekokul; 5 4 yıllık yüksekokul veya fakülte; 6 Yüksek lisans (5 veya 6 yıllık fakülteler dahil); 7 Doktora,OKUL_BITEN,1 Bir okul bitirmedi; 2 İlkokul; 31 Genel ortaokul; 32 Mesleki veya teknik ortaokul; 33 İlköğretim; 41 Genel lise; 42 Mesleki veya teknik lise; 511 2 veya 3 yıllık yüksekokul; 512 4 yıllık yüksekokul veya fakülte; 52 Yüksek lisans (5 veya 6 yıllık fakülteler dahil); 53 Doktora
Main,education,education_satisfaction,OLCEK_MEMNUNIYET_EGITIM,B12.3 Şimdiye kadar almış olduğunuz eğitimden memnun musunuz?,b12_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Eğitim almadı,b12_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Eğitim almadı,OLCEK_MEMNUNIYET_EGITIM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Eğitim almadı,OLCEK_MEMNUNIYET_EGITIM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Eğitim almadı,OLCEK_MEMNUNIYET_EGITIM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Eğitim almadı
Main,employment,employment_status,CALISMA_DURUM,B4 Son bir hafta içinde ücretli ya da ücretsiz olarak bir işte çalıştınız mı?,b4,1 Çalıştı [işli]; 2 Çalışmadı fakat işi ile ilgisi devam ediyor [işli]; 3 Çalışmadı [?],b4,1 Çalıştı; 2 Çalışmadı fakat işi ile ilgisi devam ediyor; 3 Çalışmadı,CALISMA_DURUM,1 Çalıştı; 2 Çalışmadı fakat işi ile ilgisi devam ediyor; 3 Çalışmadı,CALISMA_DURUM,1 Çalıştı; 2 Çalışmadı fakat işi ile ilgisi devam ediyor; 3 Çalışmadı,CALISMA_DURUM,1 Çalıştı; 2 Çalışmadı fakat işi ile ilgisi devam ediyor; 3 Çalışmadı
Main,employment,employment_status (reason if not working),CALISMAMA_NEDEN,B5 Çalışmama nedeniniz nedir?,b5,"1 İş bulamama [işsiz]; 2 Mevsimlik çalışıyor [işsiz]; 3 Eğitim ve öğretimine devam ediyor [işgücüne dahil değil]; 4 Ev işleri ile meşgul (çocuk, yaşlı, hasta,  vb. kişilerin bakımı dahil) [işgücüne dahil değil]; 5 Emekli veya işi bırakmış [işgücüne dahil değil]; 6 Özürlü veya hasta (çalışamaz halde) [işgücüne dahil değil]; 7 Yaşlı (emekli değil, ancak çalışmak için yaşlı olduğunu düşünüyor, 65+) [işgücüne dahil değil]; 8 İrad sahibi [işgücüne dahil değil]; 9 Ailevi ve kişisel nedenler [işgücüne dahil değil]; 98 Diğer [işgücüne dahil değil]",b5,"1 İş bulamama; 2 Mevsimlik çalışıyor; 3 Eğitim ve öğretimine devam ediyor; 4 Ev işleri ile meşgul (çocuk, yaşlı, hasta,  vb. kişilerin bakımı dahil); 5 Emekli veya işi bırakmış; 6 Özürlü veya hasta (çalışamaz halde); 7 Yaşlı (emekli değil, ancak çalışmak için yaşlı olduğunu düşünüyor, 65+); 8 İrad sahibi; 9 Ailevi ve kişisel nedenler; 98 Diğer",CALISMAMA_NEDEN,"1 İş bulamama; 2 Mevsimlik çalışıyor; 3 Eğitim ve öğretimine devam ediyor; 4 Ev işleri ile meşgul (çocuk, yaşlı, hasta,  vb. kişilerin bakımı dahil); 5 Emekli veya işi bırakmış; 6 Özürlü veya hasta (çalışamaz halde); 7 Yaşlı (emekli değil, ancak çalışmak için yaşlı olduğunu düşünüyor, 65+); 8 İrad sahibi; 9 Ailevi ve kişisel nedenler; 98 Diğer",CALISMAMA_NEDEN,"1 İş bulamama/işsiz olup iş arıyor; 2 Mevsimlik çalışıyor; 3 Eğitim ve öğretimine devam ediyor; 4 Ev işleri ile meşgul (çocuk, yaşlı, hasta  vb. kişilerin bakımı dahil); 5 Emekli veya işi bırakmış; 6 Engelli veya hasta (çalışamaz halde); 7 Yaşlı (emekli değil, ancak çalışmak için yaşlı olduğunu düşünüyor, 65+); 8 İrad sahibi; 9 Ailevi ve kişisel nedenler; 98 Diğer",CALISMAMA_NEDEN,"1 İş bulamama/işsiz olup iş arıyor; 2 Mevsimlik çalışıyor; 3 Eğitim ve öğretimine devam ediyor; 4 Ev işleri ile meşgul (çocuk, yaşlı, hasta  vb. kişilerin bakımı dahil); 5 Emekli veya işi bırakmış; 6 Engelli veya hasta (çalışamaz halde); 7 Yaşlı (emekli değil, ancak çalışmak için yaşlı olduğunu düşünüyor, 65+); 8 İrad sahibi; 9 Ailevi ve kişisel nedenler; 98 Diğer"
Main,employment,job_satisfaction,OLCEK_MEMNUNIYET_IS,B12.6 İşinizden memnun musunuz?,b12_6,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_6,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,employment,commute_time_satisfaction,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,B12.11 İşe geliş gidiş için harcadığınız (ayırdığınız) zamandan memnun musunuz?,b12_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_IS_TRFK_ZMN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,materialism,materialism,NE_MUTLU,B11 Sizi hayatta en çok ne mutlu eder?,b11,2 Başarı; 3 İş; 4 Sağlık; 5 Sevgi; 6 Para; 98 Diğer,b11,2 Başarı; 3 İş; 4 Sağlık; 5 Sevgi; 6 Para; 98 Diğer,NE_MUTLU,2 Başarı; 3 İş; 4 Sağlık; 5 Sevgi; 6 Para; 98 Diğer,NE_MUTLU,2 Başarı; 3 İş; 4 Sağlık; 5 Sevgi; 6 Para; 98 Diğer,NE_MUTLU,2 Başarı; 3 İş; 4 Sağlık; 5 Sevgi; 6 Para; 98 Diğer
Main,wellbeing ladder,wellbeing_ladder,UMUT_BASAMAK,"B41 Türkiye'de yaşayan insanların refah düzeyini ""0"" basamağı en düşük ""10"" basamağı en yüksek"" düzey olarak düşündüğünüzde, kendinizi hangi düzeyde görüyorsunuz? DİKKAT! REFAH DÜZEYİ KARTINI GÖSTERİNİZ.",b41,1 Düzey 0; 2 Düzey 1; 3 Düzey 2; 4 Düzey 3; 5 Düzey 4; 6 Düzey 5; 7 Düzey 6; 8 Düzey 7; 9 Düzey 8; 10 Düzey 9; 11 Düzey 10,b41,1 Düzey 0; 2 Düzey 1; 3 Düzey 2; 4 Düzey 3; 5 Düzey 4; 6 Düzey 5; 7 Düzey 6; 8 Düzey 7; 9 Düzey 8; 10 Düzey 9; 11 Düzey 10,UMUT_BASAMAK,1 Düzey 0; 2 Düzey 1; 3 Düzey 2; 4 Düzey 3; 5 Düzey 4; 6 Düzey 5; 7 Düzey 6; 8 Düzey 7; 9 Düzey 8; 10 Düzey 9; 11 Düzey 10,UMUT_BASAMAK,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,UMUT_BASAMAK,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10
Main,wellbeing ladder,hope_level,UMUT,B40 Kendi geleceğinizden ne kadar umutlusunuz?,b40,1 Çok umutlu; 2 Umutlu; 3 Umutlu değil; 4 Hiç umutlu değil,b40,1 Çok umutlu; 2 Umutlu; 3 Umutlu değil; 4 Hiç umutlu değil,UMUT,1 Çok umutlu; 2 Umutlu; 3 Umutlu değil; 4 Hiç umutlu değil,UMUT,1 Çok umutlu; 2 Umutlu; 3 Umutlu değil; 4 Hiç umutlu değil,UMUT,1 Çok umutlu; 2 Umutlu; 3 Umutlu değil; 4 Hiç umutlu değil
Main,income,household_income_tier,GELIR_GRUP,"H19.A Hanenizin aylık toplam net geliri (maaş, ücret, kira, faiz, müteşebbis vb. gelirleri) şimdi okuyacağım gelir gruplarından hangisine girmektedir?",h19,1 0 - 1080 TL; 2 1081 – 1 550 TL; 3 1 551 – 2 170 TL; 4 2 171 – 3 180 TL; 5 3 181 + TL,h19,1 0 - 1 1179 TL; 2 1180 – 1 692 TL; 3 1 693 – 2 369 TL; 4 2 370 – 3 471 TL; 5 3 472 + TL,GELIR_GRUP,1 0 - 1 264 TL; 2 1 265 - 1 814 TL; 3 1 815 - 2 540 TL; 4 2 541 - 3 721 TL; 5 3 722+ TL,GELIR_GRUP,1   0 - 1 361 TL; 2   1 362 - 1 953 TL; 3   1 954 - 2 734 TL; 4   2 735 - 4 005 TL; 5   4 006+ TL,GELIR_GRUP,1   0 - 1 509 TL; 2   1 510 TL - 2 166 TL; 3   2 167 TL - 3 032 TL; 4   3 033 - 4 442 TL; 5   4 443+ TL
Main,income,income_sufficiency,OLCEK_GELIR_KARSILAMA,H20 Bu gelirle hanenizin temel ihtiyaçlarını hangi düzeyde karşılayabiliyorsunuz?,h20,1 Çok kolay; 2 Kolay; 3 Orta; 4 Zor; 5 Çok zor,h20,1 Çok kolay; 2 Kolay; 3 Orta; 4 Zor; 5 Çok zor,OLCEK_GELIR_KARSILAMA,1 Çok kolay; 2 Kolay; 3 Orta; 4 Zor; 5 Çok zor,OLCEK_GELIR_KARSILAMA,1 Çok kolay; 2 Kolay; 3 Orta; 4 Zor; 5 Çok zor,OLCEK_GELIR_KARSILAMA,1 Çok kolay; 2 Kolay; 3 Orta; 4 Zor; 5 Çok zor
Main,income,income_satisfaction,OLCEK_MEMNUNIYET_GELIR,B12.8 Aylık hanehalkı gelirinizden memnun musunuz?,b12_8,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_8,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_GELIR,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_GELIR,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_GELIR,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,health,health_satisfaction,OLCEK_MEMNUNIYET_SAGLIK,B12.1 Sağlığınızdan memnun musunuz?,b12_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SAGLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SAGLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SAGLIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,housing,housing_satisfaction,OLCEK_MEMNUNIYET_KONUT,B12.4 Oturduğunuz konuttan memnun musunuz?,b12_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KONUT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KONUT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KONUT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,housing,housing_tenure,MULKIYET,H7 Yaşadığınız konutun mülkiyet durumu nedir?,h7,1 Ev sahibi; 2 Kiracı; 3 Lojman; 4 Ev sahibi değil ama kira ödemiyor,h7,1 Ev sahibi; 2 Kiracı; 3 Lojman; 4 Ev sahibi değil ama kira ödemiyor,MULKIYET,1 Ev sahibi; 2 Kiracı; 3 Lojman; 4 Ev sahibi değil ama kira ödemiyor,MULKIYET,1 Ev sahibi; 2 Kiracı; 3 Lojman; 4 Ev sahibi değil ama kira ödemiyor,MULKIYET,1 Ev sahibi; 2 Kiracı; 3 Lojman; 4 Ev sahibi değil ama kira ödemiyor
Main,neighbourhood,neighbourhood_satisfaction,OLCEK_MEMNUNIYET_SEMT,B12.5 Oturduğunuz semtten veya mahalleden memnun musunuz?,b12_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SEMT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SEMT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SEMT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,neighbourhood,neighbours_satisfaction,OLCEK_MEMNUNIYET_KOMSU,B13.3 Komşularınızla ilişkilerinizden memnun musunuz?,b13_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KOMSU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KOMSU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KOMSU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,social life,friends_satisfaction,OLCEK_MEMNUNIYET_ARKADAS,B13.2 Arkadaşlarınızla ilişkilerinizden memnun musunuz?,b13_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ARKADAS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ARKADAS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_ARKADAS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,social life,extended_family_satisfaction,OLCEK_MEMNUNIYET_AKRABA,B13.1 Akrabalarınızla ilişkilerinizden memnun musunuz?,b13_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b13_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_AKRABA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_AKRABA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_AKRABA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,social life,social_life_satisfaction,OLCEK_MEMNUNIYET_SOS_HAYAT,"B12.9 Sosyal hayatınızdan (eğlence, kültürel ve sportif faaliyetler gibi) memnun musunuz?",b12_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SOS_HAYAT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SOS_HAYAT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_SOS_HAYAT,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,social life,leisure_satisfaction,OLCEK_MEMNUNIYET_KISISEL_BKM,B12.10 Kendinize ayırdığınız zamandan memnun musunuz?,b12_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,b12_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KISISEL_BKM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KISISEL_BKM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil,OLCEK_MEMNUNIYET_KISISEL_BKM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil
Main,safety,safety_at_home,GUVEN_EV,B38 Evinizde yalnızken kendinizi ne kadar güvende hissediyorsunuz?,b38,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,b38,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_EV,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_EV,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_EV,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz
Main,safety,safety_around_home,GUVEN_CEVRE,"B39 Yaşadığınız çevrede, gece yalnız yürürken kendinizi ne kadar güvende hissediyorsunuz?",b39,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,b39,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_CEVRE,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_CEVRE,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz,GUVEN_CEVRE,1 Çok güvenli; 2 Güvenli; 3 Orta; 4 Güvensiz; 5 Çok güvensiz
Main,"outlook (single-item, existing)",comparison_to_5y_ago,GECMIS_KARSILASTIRMA,B42 5 yıl öncesi ile karşılaştırdığınızda bugünkü durumunuzu (maddi veya manevi) nasıl görüyorsunuz?,b42,1 Gelişti; 2 Aynı seviyede kaldı; 3 Geriledi; 4 Fikri yok,b42,1 Gelişti; 2 Aynı seviyede kaldı; 3 Geriledi; 4 Fikri yok,GECMIS_KARSILASTIRMA,1 Gelişti; 2 Aynı seviyede kaldı; 3 Geriledi; 4 Fikri yok,GECMIS_KARSILASTIRMA,1 Gelişti; 2 Aynı seviyede kaldı; 3 Geriledi; 4 Fikri yok,GECMIS_KARSILASTIRMA,1 Gelişti; 2 Aynı seviyede kaldı; 3 Geriledi; 4 Fikri yok
Main,"outlook (single-item, existing)",expectation_5y_later,GELECEK_KARSILASTIRMA,"B43 Gelecek 5 yıllık dönemi düşündüğünüzde, genel olarak durumunuzun nasıl olacağını tahmin ediyorsunuz?",b43,1 Gelişecek; 2 Aynı seviyede kalacak; 3 Gerileyecek; 4 Fikri yok,b43,1 Gelişecek; 2 Aynı seviyede kalacak; 3 Gerileyecek; 4 Fikri yok,GELECEK_KARSILASTIRMA,1 Gelişecek; 2 Aynı seviyede kalacak; 3 Gerileyecek; 4 Fikri yok,GELECEK_KARSILASTIRMA,1 Gelişecek; 2 Aynı seviyede kalacak; 3 Gerileyecek; 4 Fikri yok,GELECEK_KARSILASTIRMA,1 Gelişecek; 2 Aynı seviyede kalacak; 3 Gerileyecek; 4 Fikri yok
Main,migration,migration_experience,GOC_ETTI,"B48.11 Son bir yılda, göç etmek zorunda kaldım.",b48_11,1 Evet; 2 Hayır,b48_11,1 Evet; 2 Hayır,GOC_ETTI,1 Evet; 2 Hayır,GOC_ETTI,1 Evet; 2 Hayır,GOC_ETTI,1 Evet; 2 Hayır
Main,religiosity,religiosity,DIN,B54.9 Din ile ne derece ilgilisiniz?,b54_9,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikrim yok,b54_9,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,DIN,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,DIN,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok,DIN,1 İlgiliyim; 2 Orta; 3 İlgisizim; 4 Fikri yok
Events (separate regression),positive life event,got_a_job,ISE_GIRDI,"B48.1 Son bir yılda, işe girdim (iş arayanlar için)",b48_1,1 Evet; 2 Hayır; 3 İlgili değil,b48_1,1 Evet; 2 Hayır; 3 İlgili değil,ISE_GIRDI,1 Evet; 2 Hayır; 3 İlgili değil,ISE_GIRDI,1 Evet; 2 Hayır; 3 İlgili değil,ISE_GIRDI,1 Evet; 2 Hayır; 3 İlgili değil
Events (separate regression),positive life event,opened_a_business,ISYERI_ACTI,"B48.2 Son bir yılda, Yeni iş yeri açtım",b48_2,1 Evet; 2 Hayır; 3 İlgili değil,b48_2,1 Evet; 2 Hayır; 3 İlgili değil,ISYERI_ACTI,1 Evet; 2 Hayır; 3 İlgili değil,ISYERI_ACTI,1 Evet; 2 Hayır; 3 İlgili değil,ISYERI_ACTI,1 Evet; 2 Hayır; 3 İlgili değil
