Regression,Ologit Group,Variable (concept),Raw survey variable,Reference question (latest available wording),2013 column,2013 answers,2014 column,2014 answers,2015 column,2015 answers,2016 column,2016 answers,2017 column,2017 answers
Events (separate regression),comparison concern (others' own X),concern_curfew_hours,EVE_GIRIS_SAAT_ONEM,"B51.6 Çevrenizdeki insanların, eve giriş çıkış saatleri sizin için ne kadar önemlidir?",b51_6,1 Önemli; 2 Orta; 3 Önemli değil,b51_6,1 Önemli; 2 Orta; 3 Önemli değil,EVE_GIRIS_SAAT_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EVE_GIRIS_SAAT_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EVE_GIRIS_SAAT_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),comparison concern (others' own X),concern_occupation,YAPTIKLARI_IS_ONEM,"B51.7 Çevrenizdeki diğer kişilerin, yaptıkları işleri sizin için ne kadar önemlidir?",b51_7,1 Önemli; 2 Orta; 3 Önemli değil,b51_7,1 Önemli; 2 Orta; 3 Önemli değil,YAPTIKLARI_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,YAPTIKLARI_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,YAPTIKLARI_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),comparison concern (others' own X),concern_income_level,GELIR_DUZEYLERI_ONEM,"B51.8 Çevrenizdeki diğer kişilerin, gelir düzeyleri sizin için ne kadar önemlidir?",b51_8,1 Önemli; 2 Orta; 3 Önemli değil,b51_8,1 Önemli; 2 Orta; 3 Önemli değil,GELIR_DUZEYLERI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,GELIR_DUZEYLERI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,GELIR_DUZEYLERI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),comparison concern (others' own X),concern_religious_belief,DINI_INANC_ONEM,"B51.9 Çevrenizdeki diğer kişilerin, dini inançları sizin için ne kadar önemlidir?",b51_9,1 Önemli; 2 Orta; 3 Önemli değil,b51_9,1 Önemli; 2 Orta; 3 Önemli değil,DINI_INANC_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,DINI_INANC_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,DINI_INANC_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),comparison concern (others' own X),concern_political_view,SIYASI_DUSUNCE_ONEM,"B51.10 Çevrenizdeki diğer kişilerin, siyasi düşünceleri sizin için ne kadar önemlidir?",b51_10,1 Önemli; 2 Orta; 3 Önemli değil,b51_10,1 Önemli; 2 Orta; 3 Önemli değil,SIYASI_DUSUNCE_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,SIYASI_DUSUNCE_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,SIYASI_DUSUNCE_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),comparison concern (others' own X),concern_education_level,EGITIM_DUZEYI_ONEM,"B51.11 Çevrenizdeki diğer kişilerin, eğitim düzeyleri sizin için ne kadar önemlidir?",b51_11,1 Önemli; 2 Orta; 3 Önemli değil,b51_11,1 Önemli; 2 Orta; 3 Önemli değil,EGITIM_DUZEYI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EGITIM_DUZEYI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EGITIM_DUZEYI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_clothing,KIYAFETINIZ_ONEM,"B52.1 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili kılık kıyafetiniz hakkındaki düşünceleri  sizin için ne kadar önemlidir?",b52_1,1 Önemli; 2 Orta; 3 Önemli değil,b52_1,1 Önemli; 2 Orta; 3 Önemli değil,KIYAFETINIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,KIYAFETINIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,KIYAFETINIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_family_lifestyle,AILE_YASAM_BICIMI_ONEM,"B52.2 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili aile yaşam biçiminiz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_2,1 Önemli; 2 Orta; 3 Önemli değil,b52_2,1 Önemli; 2 Orta; 3 Önemli değil,AILE_YASAM_BICIMI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,AILE_YASAM_BICIMI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,AILE_YASAM_BICIMI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_personal_belongings,KISISEL_ESYANIZ_ONEM,"B52.3 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili ev ve kişisel eşyalarınız hakkındaki düşünceleri (cep tel, araba vb. ) sizin için ne kadar önemlidir?",b52_3,1 Önemli; 2 Orta; 3 Önemli değil,b52_3,1 Önemli; 2 Orta; 3 Önemli değil,KISISEL_ESYANIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,KISISEL_ESYANIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,KISISEL_ESYANIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_friend_circle,ARKADAS_CEVRENIZ_ONEM,"B52.4 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili arkadaş çevreniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_4,1 Önemli; 2 Orta; 3 Önemli değil,b52_4,1 Önemli; 2 Orta; 3 Önemli değil,ARKADAS_CEVRENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,ARKADAS_CEVRENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,ARKADAS_CEVRENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_childrens_success,COCUGUN_BASARISI_ONEM,"B52.5 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili çocuklarınızın başarısı hakkındaki düşünceler sizin için ne kadar önemlidir?",b52_5,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,b52_5,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,COCUGUN_BASARISI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,COCUGUN_BASARISI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,COCUGUN_BASARISI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_curfew_hours,EVE_GIRISCIKIC_SAAT_ONEM,"B52.6 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili eve giriş çıkış saatiniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_6,1 Önemli; 2 Orta; 3 Önemli değil,b52_6,1 Önemli; 2 Orta; 3 Önemli değil,EVE_GIRISCIKIC_SAAT_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EVE_GIRISCIKIC_SAAT_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EVE_GIRISCIKIC_SAAT_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_occupation,YAPTIGINIZ_IS_ONEM,"B52.7 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili yaptığınız işiniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_7,1 Önemli; 2 Orta; 3 Önemli değil,b52_7,1 Önemli; 2 Orta; 3 Önemli değil,YAPTIGINIZ_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,YAPTIGINIZ_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,YAPTIGINIZ_IS_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_income_level,GELIR_DUZEY_ONEM,"B52.8 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili geliriniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_8,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,b52_8,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,GELIR_DUZEY_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,GELIR_DUZEY_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil,GELIR_DUZEY_ONEM,1 Önemli; 2 Orta; 3 Önemli değil; 4 İlgili değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_religious_belief,DINI_INANCI_ONEM,"B52.9 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili dini inançlarınız hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_9,1 Önemli; 2 Orta; 3 Önemli değil,b52_9,1 Önemli; 2 Orta; 3 Önemli değil,DINI_INANCI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,DINI_INANCI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,DINI_INANCI_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_political_view,SIYASI_DUSUNCENIZ_ONEM,"B52.10 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili siyasi düşünceleriniz hakkındaki düşünceleri sizin için ne kadar önemlidir?",b52_10,1 Önemli; 2 Orta; 3 Önemli değil,b52_10,1 Önemli; 2 Orta; 3 Önemli değil,SIYASI_DUSUNCENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,SIYASI_DUSUNCENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,SIYASI_DUSUNCENIZ_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),reputation concern (others' opinion of your X),reputation_education_level,EGITIM_DURUMU_ONEM,"B52.11 Çevrenizdeki kişilerin (akraba, arkadaş, komşu vb.) sizinle ilgili eğitim düzeyiniz sizin için ne kadar önemlidir?",b52_11,1 Önemli; 2 Orta; 3 Önemli değil,b52_11,1 Önemli; 2 Orta; 3 Önemli değil,EGITIM_DURUMU_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EGITIM_DURUMU_ONEM,1 Önemli; 2 Orta; 3 Önemli değil,EGITIM_DURUMU_ONEM,1 Önemli; 2 Orta; 3 Önemli değil
Events (separate regression),future outlook (individual),outlook_life_in_general,GELECEK_HAYAT,B44.1 Önümüzdeki yıl (2014)  genel olarak hayatınız sizce nasıl olacak?,b44_1,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,b44_1,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_HAYAT,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_HAYAT,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_HAYAT,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok
Events (separate regression),future outlook (individual),outlook_personal_job,GELECEK_KISISEL,"B44.2 Önümüzdeki yıl (2014), kişisel iş durumunuz sizce nasıl olacak?",b44_2,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok; 5 Çalışmayacak,b44_2,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok; 5 Çalışmayacak,GELECEK_KISISEL,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok; 5 Çalışmayacak,GELECEK_KISISEL,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok; 5 Çalışmayacak,GELECEK_KISISEL,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok; 5 Çalışmayacak
Events (separate regression),future outlook (individual),outlook_household_finances,GELECEK_MALI,"B44.3 Önümüzdeki yıl (2014), hanenizin mali durumu sizce nasıl olacak?",b44_3,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,b44_3,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_MALI,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_MALI,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_MALI,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok
Events (separate regression),future outlook (national),outlook_national_employment,GELECEK_IS,"B44.4 Önümüzdeki yıl (2014), Türkiye'deki iş/çalışma durumu sizce nasıl olacak?",b44_4,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,b44_4,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_IS,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_IS,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_IS,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok
Events (separate regression),future outlook (national),outlook_national_economy,GELECEK_EKONOMI,"B44.5 Önümüzdeki yıl (2014), Türkiye'nin içinde bulunduğu ekonomik durum sizce nasıl olacak?",b44_5,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,b44_5,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_EKONOMI,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_EKONOMI,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok,GELECEK_EKONOMI,1 Daha iyi olacak; 2 Aynı olacak; 3 Daha kötü olacak; 4 Fikri yok
Main (derived from Events),positive life event -- group flag,has_positive_life_event,ISE_GIRDI; ISYERI_ACTI; GELIRI_ARTTI; TASARRUF_YAPTI; ARABA_ALDI; EV_ALDI; BORC_ODEDI; EVLENDI; COCUK_OLDU,"1 if ANY item = 1 (happened), else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),negative life event -- group flag,has_negative_life_event,ISINI_KAYBETTI; IFLAS_ETTI; GELIRI_AZALDI; TASARRUFLARI_AZALDI; UCUZ_URUN; TATIL_KISTI; ARABA_SATTI; EV_SATTI; BORCLANDI; BOSANDI; VEFAT; SAGLIK_PROBLEM,"1 if ANY item = 1 (happened), else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),social pressure -- group flag,faced_social_pressure,CINSIYET_BASKI; MEDENI_DURUM_BASKI; YAS_BASKI; GELENEK_GORENEK; DINI_INANCDAN; SIYASI_GORUSTEN; MEMLEKETINDEN; ISINDEN_DOLAYI; KILIK_KIYAFET; ISSIZ_OLMA; GELIR_DUZEY_DURUM,"1 if ANY item = 1 (felt pressure), else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),crime / victimization -- group flag,experienced_crime,KAPKAC; GASP; DARP; FERT_KOTU; TEHDIT; MAGDURIYET; DOLANDIR; BASKASUC; HIRSIZLIK; EV_HIRS; IS_HIRS; TARLA_HIRS; OTO_HIRS; MOTOR_HIRS; SUC,"1 if ANY item = 1 (victimized), else 0 -- no individual/household distinction",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),housing issue -- group flag,is_faced_with_a_housing_issue,CATI; KARANLIK; SU_BASKINI; K_GURULTU; S_GURULTU; ELEK_KESINTI; SEBEKE_SUYU_KESINTI; ISINMA_PROBLEM,"1 if ANY item = 1 (issue present), else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),comparison concern (others' own X) -- group flag,has_comparison_concern,KIYAFET_ONEM; AILE_YASAM_ONEM; KISISEL_ESYA_ONEM; ARKADAS_CEVRE_ONEM; COCUK_BASARI_ONEM; EVE_GIRIS_SAAT_ONEM; YAPTIKLARI_IS_ONEM; GELIR_DUZEYLERI_ONEM; DINI_INANC_ONEM; SIYASI_DUSUNCE_ONEM; EGITIM_DUZEYI_ONEM,"1 if ANY item = 'Important', else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),reputation concern (others' opinion of your X) -- group flag,has_reputation_concern,KIYAFETINIZ_ONEM; AILE_YASAM_BICIMI_ONEM; KISISEL_ESYANIZ_ONEM; ARKADAS_CEVRENIZ_ONEM; COCUGUN_BASARISI_ONEM; EVE_GIRISCIKIC_SAAT_ONEM; YAPTIGINIZ_IS_ONEM; GELIR_DUZEY_ONEM; DINI_INANCI_ONEM; SIYASI_DUSUNCENIZ_ONEM; EGITIM_DURUMU_ONEM,"1 if ANY item = 'Important', else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),future outlook (individual) -- group flag,expects_personal_outlook_to_worsen,GELECEK_HAYAT; GELECEK_KISISEL; GELECEK_MALI,"1 if ANY item = 'Expects Worse', else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
Main (derived from Events),future outlook (national) -- group flag,expects_national_outlook_to_worsen,GELECEK_IS; GELECEK_EKONOMI,"1 if ANY item = 'Expects Worse', else 0",DERIVED,,DERIVED,,DERIVED,,DERIVED,,DERIVED,
